Env_code,Rep,Entry,RIL_ID,FTdap,FTgdd
PR12,2,22,RIL22,56,1487.25
PR12,2,23,RIL23,56,1487.25
PR12,2,24,RIL24,56,1487.25
PR12,2,25,RIL25,57,1514.25
PR12,2,27,RIL27,54,1430.55
PR12,2,28,RIL28,56,1487.25
PR12,2,29,RIL29,57,1514.25
PR12,2,30,RIL30,57,1514.25
PR12,2,31,RIL31,52,1377.45
PR12,2,32,RIL32,55,1460.25
PR12,2,33,RIL33,56,1487.25
PR12,2,34,RIL34,53,1404.45
PR12,2,35,RIL35,57,1514.25
PR12,2,36,RIL36,58,1541.25
PR12,2,37,RIL37,55,1460.25
PR12,2,38,RIL38,60,1594.35
PR12,2,39,RIL39,53,1404.45
PR12,2,40,RIL40,62,1649.25
PR12,2,41,RIL41,56,1487.25
PR12,2,42,RIL42,61,1622.25
PR12,2,43,RIL43,53,1404.45
PR12,2,44,RIL44,56,1487.25
PR12,2,45,RIL45,58,1541.25
PR12,2,46,RIL46,55,1460.25
PR12,2,47,RIL47,55,1460.25
PR12,2,48,RIL48,54,1430.55
PR12,2,49,RIL49,56,1487.25
PR12,2,50,RIL50,57,1514.25
PR12,2,51,RIL51,55,1460.25
PR12,2,52,RIL52,62,1649.25
PR12,2,53,RIL53,53,1404.45
PR12,2,54,RIL54,55,1460.25
PR12,2,55,RIL55,56,1487.25
PR12,2,56,RIL56,58,1541.25
PR12,2,57,RIL57,52,1377.45
PR12,2,58,RIL58,57,1514.25
PR12,2,59,RIL59,55,1460.25
PR12,2,60,RIL60,55,1460.25
PR12,2,61,RIL61,53,1404.45
PR12,2,62,RIL62,54,1430.55
PR12,2,63,RIL63,53,1404.45
PR12,2,64,RIL64,52,1377.45
PR12,2,65,RIL65,53,1404.45
PR12,2,66,RIL66,55,1460.25
PR12,2,68,RIL68,61,1622.25
PR12,2,69,RIL69,54,1430.55
PR12,2,70,RIL70,56,1487.25
PR12,2,71,RIL71,61,1622.25
PR12,2,72,RIL72,57,1514.25
PR12,2,73,RIL73,64,1701.45
PR12,2,74,RIL74,56,1487.25
PR12,2,75,RIL75,57,1514.25
PR12,2,76,RIL76,58,1541.25
PR12,2,77,RIL77,52,1377.45
PR12,2,78,RIL78,57,1514.25
PR12,2,79,RIL79,56,1487.25
PR12,2,80,RIL80,55,1460.25
PR12,2,81,RIL81,57,1514.25
PR12,2,82,RIL82,62,1649.25
PR12,2,83,RIL83,55,1460.25
PR12,2,84,RIL84,56,1487.25
PR12,2,85,RIL85,56,1487.25
PR12,2,86,RIL86,62,1649.25
PR12,2,87,RIL87,61,1622.25
PR12,2,88,RIL88,62,1649.25
PR12,2,89,RIL89,54,1430.55
PR12,2,90,RIL90,53,1404.45
PR12,2,91,RIL91,55,1460.25
PR12,2,92,RIL92,60,1594.35
PR12,2,93,RIL93,58,1541.25
PR12,2,94,RIL94,58,1541.25
PR12,2,95,RIL95,56,1487.25
PR12,2,96,RIL96,55,1460.25
PR12,2,97,RIL97,56,1487.25
PR12,2,98,RIL98,52,1377.45
PR12,2,99,RIL99,54,1430.55
PR12,2,100,RIL100,61,1622.25
PR12,2,101,RIL101,55,1460.25
PR12,2,102,RIL102,56,1487.25
PR12,2,103,RIL103,52,1377.45
PR12,2,104,RIL104,57,1514.25
PR12,2,105,RIL105,60,1594.35
PR12,2,106,RIL106,56,1487.25
PR12,2,107,RIL107,58,1541.25
PR12,2,108,RIL108,62,1649.25
PR12,2,109,RIL109,56,1487.25
PR12,2,110,RIL110,60,1594.35
PR12,2,111,RIL111,54,1430.55
PR12,2,112,RIL112,60,1594.35
PR12,2,113,RIL113,54,1430.55
PR12,2,114,RIL114,54,1430.55
PR12,2,115,RIL115,56,1487.25
PR12,2,116,RIL116,56,1487.25
PR12,2,117,RIL117,60,1594.35
PR12,2,118,RIL118,58,1541.25
PR12,2,119,RIL119,55,1460.25
PR12,2,120,RIL120,56,1487.25
PR12,2,121,RIL121,55,1460.25
PR12,2,122,RIL122,54,1430.55
PR12,2,123,RIL123,57,1514.25
PR12,2,124,RIL124,54,1430.55
PR12,2,125,RIL125,55,1460.25
PR12,2,126,RIL126,57,1514.25
PR12,2,127,RIL127,55,1460.25
PR12,2,128,RIL128,55,1460.25
PR12,2,129,RIL129,60,1594.35
PR12,2,130,RIL130,58,1541.25
PR12,2,131,RIL131,58,1541.25
PR12,2,132,RIL132,57,1514.25
PR12,2,133,RIL133,53,1404.45
PR12,2,134,RIL134,57,1514.25
PR12,2,135,RIL135,55,1460.25
PR12,2,136,RIL136,57,1514.25
PR12,2,137,RIL137,54,1430.55
PR12,2,138,RIL138,55,1460.25
PR12,2,139,RIL139,60,1594.35
PR12,2,140,RIL140,60,1594.35
PR12,2,141,RIL141,55,1460.25
PR12,2,142,RIL142,56,1487.25
PR12,2,143,RIL143,57,1514.25
PR12,2,144,RIL144,55,1460.25
PR12,2,145,RIL145,56,1487.25
PR12,2,146,RIL146,55,1460.25
PR12,2,147,RIL147,64,1701.45
PR12,2,148,RIL148,55,1460.25
PR12,2,149,RIL149,57,1514.25
PR12,2,150,RIL150,60,1594.35
PR12,2,151,RIL151,55,1460.25
PR12,2,152,RIL152,57,1514.25
PR12,2,153,RIL153,54,1430.55
PR12,2,154,RIL154,54,1430.55
PR12,2,156,RIL156,54,1430.55
PR12,2,157,RIL157,52,1377.45
PR12,2,158,RIL158,59,1568.25
PR12,2,159,RIL159,56,1487.25
PR12,2,160,RIL160,55,1460.25
PR12,2,162,RIL162,56,1487.25
PR12,2,163,RIL163,55,1460.25
PR12,2,164,RIL164,58,1541.25
PR12,2,165,RIL165,56,1487.25
PR12,2,166,RIL166,62,1649.25
PR12,2,167,RIL167,60,1594.35
PR12,2,168,RIL168,58,1541.25
PR12,2,169,RIL169,56,1487.25
PR12,2,170,RIL170,58,1541.25
PR12,2,171,RIL171,57,1514.25
PR12,2,172,RIL172,61,1622.25
PR12,2,173,RIL173,56,1487.25
PR12,2,174,RIL174,58,1541.25
PR12,2,175,RIL175,54,1430.55
PR12,2,176,RIL176,56,1487.25
PR12,2,177,RIL177,58,1541.25
PR12,2,178,RIL178,55,1460.25
PR12,2,179,RIL179,62,1649.25
PR12,2,180,RIL180,54,1430.55
PR12,2,181,RIL181,56,1487.25
PR12,2,182,RIL182,60,1594.35
PR12,2,183,RIL183,55,1460.25
PR12,2,184,RIL184,56,1487.25
PR12,2,185,RIL185,54,1430.55
PR12,2,186,RIL186,56,1487.25
PR12,2,187,RIL187,55,1460.25
PR12,2,188,RIL188,62,1649.25
PR12,2,189,RIL189,55,1460.25
PR12,2,190,RIL190,58,1541.25
PR12,2,191,RIL191,53,1404.45
PR12,2,192,RIL192,56,1487.25
PR12,2,193,RIL193,57,1514.25
PR12,2,194,RIL194,54,1430.55
PR12,2,195,RIL195,57,1514.25
PR12,2,196,RIL196,56,1487.25
PR12,2,197,RIL197,59,1568.25
PR12,2,198,RIL198,58,1541.25
PR12,2,199,RIL199,54,1430.55
PR12,2,200,RIL200,56,1487.25
PR12,2,201,RIL201,55,1460.25
PR12,2,202,RIL202,52,1377.45
PR12,2,203,RIL203,54,1430.55
PR12,2,204,RIL204,58,1541.25
PR12,2,205,RIL205,56,1487.25
PR12,2,206,RIL206,56,1487.25
PR12,2,207,RIL207,56,1487.25
PR12,2,208,RIL208,56,1487.25
PR12,2,209,RIL209,56,1487.25
PR12,2,210,RIL210,58,1541.25
PR12,2,211,RIL211,56,1487.25
PR12,2,212,RIL212,53,1404.45
PR12,2,213,RIL213,58,1541.25
PR12,2,214,RIL214,61,1622.25
PR12,2,215,RIL215,58,1541.25
PR12,2,217,RIL217,58,1541.25
PR12,2,218,RIL218,55,1460.25
PR12,2,219,RIL219,56,1487.25
PR12,2,220,RIL220,57,1514.25
PR12,2,221,RIL221,53,1404.45
PR12,2,222,RIL222,54,1430.55
PR12,2,223,RIL223,59,1568.25
PR12,2,224,RIL224,55,1460.25
PR12,2,225,RIL225,56,1487.25
PR12,2,226,RIL226,59,1568.25
PR12,2,227,RIL227,56,1487.25
PR12,2,229,RIL229,61,1622.25
PR12,2,230,RIL230,53,1404.45
PR12,2,231,RIL231,57,1514.25
PR12,2,232,RIL232,55,1460.25
PR12,2,233,RIL233,56,1487.25
PR12,2,234,RIL234,55,1460.25
PR12,2,235,RIL235,54,1430.55
PR12,2,237,RIL237,54,1430.55
PR12,2,238,RIL238,58,1541.25
PR12,2,239,RIL239,57,1514.25
PR12,2,240,RIL240,57,1514.25
PR12,2,241,RIL241,52,1377.45
PR12,2,242,RIL242,52,1377.45
PR12,2,243,RIL243,56,1487.25
PR12,2,244,RIL244,55,1460.25
PR12,2,245,RIL245,57,1514.25
PR12,2,246,RIL246,58,1541.25
PR12,2,247,RIL247,52,1377.45
PR12,2,248,RIL248,61,1622.25
PR14S,1,5,RIL5,61,1953
PR14S,1,6,RIL6,62,1983.6
PR14S,1,7,RIL7,80,2573.1
PR14S,1,8,RIL8,61,1953
PR14S,1,9,RIL9,61,1953
PR14S,1,10,RIL10,85,2745.45
PR14S,1,11,RIL11,63,2016
PR14S,1,12,RIL12,85,2745.45
PR14S,1,13,RIL13,60,1926
PR14S,1,14,RIL14,60,1926
PR14S,1,15,RIL15,56,1794.6
PR14S,1,16,RIL16,60,1926
PR14S,1,17,RIL17,88,2842.65
PR14S,1,18,RIL18,58,1866.6
PR14S,1,19,RIL19,79,2542.5
PR14S,1,20,RIL20,74,2385.9
PR14S,1,21,RIL21,53,1697.4
PR14S,1,22,RIL22,66,2111.4
PR14S,1,23,RIL23,63,2016
PR14S,1,24,RIL24,63,2016
PR14S,1,25,RIL25,54,1730.7
PR14S,1,27,RIL27,53,1697.4
PR14S,1,28,RIL28,84,2710.35
PR14S,1,29,RIL29,51,1627.2
PR14S,1,30,RIL30,51,1627.2
PR14S,1,31,RIL31,74,2385.9
PR14S,1,32,RIL32,60,1926
PR14S,1,33,RIL33,57,1832.4
PR14S,1,34,RIL34,74,2385.9
PR14S,1,35,RIL35,58,1866.6
PR14S,1,36,RIL36,.,.
PR14S,1,37,RIL37,57,1832.4
PR14S,1,38,RIL38,49,1555.2
PR14S,1,39,RIL39,51,1627.2
PR14S,1,40,RIL40,56,1794.6
PR14S,1,41,RIL41,54,1730.7
PR14S,1,42,RIL42,55,1762.2
PR14S,1,43,RIL43,66,2111.4
PR14S,1,44,RIL44,63,2016
PR14S,1,45,RIL45,52,1663.2
PR14S,1,46,RIL46,67,2143.8
PR14S,1,47,RIL47,56,1794.6
PR14S,1,48,RIL48,52,1663.2
PR14S,1,49,RIL49,52,1663.2
PR14S,1,50,RIL50,66,2111.4
PR14S,1,51,RIL51,55,1762.2
PR14S,1,52,RIL52,56,1794.6
PR14S,1,53,RIL53,66,2111.4
PR14S,1,54,RIL54,71,2282.4
PR14S,1,55,RIL55,53,1697.4
PR14S,1,56,RIL56,53,1697.4
PR14S,1,57,RIL57,53,1697.4
PR14S,1,58,RIL58,48,1521.9
PR14S,1,59,RIL59,56,1794.6
PR14S,1,60,RIL60,55,1762.2
PR14S,1,61,RIL61,71,2282.4
PR14S,1,62,RIL62,60,1926
PR14S,1,63,RIL63,66,2111.4
PR14S,1,64,RIL64,61,1953
PR14S,1,65,RIL65,61,1953
PR14S,1,66,RIL66,48,1521.9
PR14S,1,68,RIL68,54,1730.7
PR14S,1,69,RIL69,.,.
PR14S,1,70,RIL70,53,1697.4
PR14S,1,71,RIL71,54,1730.7
PR14S,1,72,RIL72,53,1697.4
PR14S,1,73,RIL73,57,1832.4
PR14S,1,74,RIL74,100,3226.95
PR14S,1,75,RIL75,71,2282.4
PR14S,1,76,RIL76,60,1926
PR14S,1,77,RIL77,67,2143.8
PR14S,1,78,RIL78,57,1832.4
PR14S,1,79,RIL79,61,1953
PR14S,1,80,RIL80,63,2016
PR14S,1,81,RIL81,55,1762.2
PR14S,1,82,RIL82,53,1697.4
PR14S,1,83,RIL83,53,1697.4
PR14S,1,84,RIL84,51,1627.2
PR14S,1,85,RIL85,66,2111.4
PR14S,1,86,RIL86,60,1926
PR14S,1,87,RIL87,64,2050.2
PR14S,1,88,RIL88,66,2111.4
PR14S,1,89,RIL89,80,2573.1
PR14S,1,90,RIL90,82,2639.7
PR14S,1,91,RIL91,57,1832.4
PR14S,1,92,RIL92,61,1953
PR14S,1,93,RIL93,74,2385.9
PR14S,1,94,RIL94,63,2016
PR14S,1,95,RIL95,66,2111.4
PR14S,1,96,RIL96,56,1794.6
PR14S,1,97,RIL97,64,2050.2
PR14S,1,98,RIL98,55,1762.2
PR14S,1,99,RIL99,66,2111.4
PR14S,1,100,RIL100,.,.
PR14S,1,101,RIL101,64,2050.2
PR14S,1,102,RIL102,60,1926
PR14S,1,103,RIL103,77,2474.1
PR14S,1,104,RIL104,64,2050.2
PR14S,1,105,RIL105,53,1697.4
PR14S,1,106,RIL106,64,2050.2
PR14S,1,107,RIL107,60,1926
PR14S,1,108,RIL108,55,1762.2
PR14S,1,109,RIL109,74,2385.9
PR14S,1,110,RIL110,53,1697.4
PR14S,1,111,RIL111,80,2573.1
PR14S,1,112,RIL112,57,1832.4
PR14S,1,113,RIL113,51,1627.2
PR14S,1,114,RIL114,55,1762.2
PR14S,1,115,RIL115,66,2111.4
PR14S,1,116,RIL116,74,2385.9
PR14S,1,117,RIL117,57,1832.4
PR14S,1,118,RIL118,49,1555.2
PR14S,1,119,RIL119,66,2111.4
PR14S,1,120,RIL120,88,2842.65
PR14S,1,121,RIL121,49,1555.2
PR14S,1,122,RIL122,62,1983.6
PR14S,1,123,RIL123,58,1866.6
PR14S,1,124,RIL124,53,1697.4
PR14S,1,125,RIL125,53,1697.4
PR14S,1,126,RIL126,48,1521.9
PR14S,1,127,RIL127,70,2247.3
PR14S,1,128,RIL128,62,1983.6
PR14S,1,129,RIL129,62,1983.6
PR14S,1,130,RIL130,62,1983.6
PR14S,1,131,RIL131,53,1697.4
PR14S,1,132,RIL132,57,1832.4
PR14S,1,133,RIL133,66,2111.4
PR14S,1,134,RIL134,51,1627.2
PR14S,1,135,RIL135,51,1627.2
PR14S,1,136,RIL136,53,1697.4
PR14S,1,137,RIL137,62,1983.6
PR14S,1,138,RIL138,51,1627.2
PR14S,1,139,RIL139,57,1832.4
PR14S,1,140,RIL140,61,1953
PR14S,1,141,RIL141,56,1794.6
PR14S,1,142,RIL142,60,1926
PR14S,1,143,RIL143,51,1627.2
PR14S,1,144,RIL144,54,1730.7
PR14S,1,145,RIL145,58,1866.6
PR14S,1,146,RIL146,61,1953
PR14S,1,147,RIL147,57,1832.4
PR14S,1,148,RIL148,57,1832.4
PR14S,1,149,RIL149,51,1627.2
PR14S,1,150,RIL150,67,2143.8
PR14S,1,151,RIL151,60,1926
PR14S,1,152,RIL152,64,2050.2
PR14S,1,153,RIL153,77,2474.1
PR14S,1,154,RIL154,65,2079.9
PR14S,1,156,RIL156,63,2016
PR14S,1,157,RIL157,57,1832.4
PR14S,1,158,RIL158,58,1866.6
PR14S,1,159,RIL159,100,3226.95
PR14S,1,160,RIL160,58,1866.6
PR14S,1,162,RIL162,60,1926
PR14S,1,163,RIL163,51,1627.2
PR14S,1,164,RIL164,56,1794.6
PR14S,1,165,RIL165,56,1794.6
PR14S,1,166,RIL166,57,1832.4
PR14S,1,167,RIL167,53,1697.4
PR14S,1,168,RIL168,56,1794.6
PR14S,1,169,RIL169,66,2111.4
PR14S,1,170,RIL170,77,2474.1
PR14S,1,171,RIL171,53,1697.4
PR14S,1,172,RIL172,56,1794.6
PR14S,1,173,RIL173,66,2111.4
PR14S,1,174,RIL174,62,1983.6
PR14S,1,175,RIL175,85,2745.45
PR14S,1,176,RIL176,61,1953
PR14S,1,177,RIL177,66,2111.4
PR14S,1,178,RIL178,55,1762.2
PR14S,1,179,RIL179,49,1555.2
PR14S,1,180,RIL180,70,2247.3
PR14S,1,181,RIL181,51,1627.2
PR14S,1,182,RIL182,54,1730.7
PR14S,1,183,RIL183,49,1555.2
PR14S,1,184,RIL184,49,1555.2
PR14S,1,185,RIL185,49,1555.2
PR14S,1,186,RIL186,71,2282.4
PR14S,1,187,RIL187,62,1983.6
PR14S,1,188,RIL188,62,1983.6
PR14S,1,189,RIL189,51,1627.2
PR14S,1,190,RIL190,53,1697.4
PR14S,1,191,RIL191,88,2842.65
PR14S,1,192,RIL192,56,1794.6
PR14S,1,193,RIL193,51,1627.2
PR14S,1,194,RIL194,58,1866.6
PR14S,1,195,RIL195,57,1832.4
PR14S,1,196,RIL196,54,1730.7
PR14S,1,197,RIL197,49,1555.2
PR14S,1,198,RIL198,66,2111.4
PR14S,1,199,RIL199,51,1627.2
PR14S,1,200,RIL200,49,1555.2
PR14S,1,201,RIL201,70,2247.3
PR14S,1,202,RIL202,85,2745.45
PR14S,1,203,RIL203,54,1730.7
PR14S,1,204,RIL204,58,1866.6
PR14S,1,205,RIL205,64,2050.2
PR14S,1,206,RIL206,51,1627.2
PR14S,1,207,RIL207,53,1697.4
PR14S,1,208,RIL208,53,1697.4
PR14S,1,209,RIL209,61,1953
PR14S,1,210,RIL210,65,2079.9
PR14S,1,211,RIL211,64,2050.2
PR14S,1,212,RIL212,48,1521.9
PR14S,1,213,RIL213,49,1555.2
PR14S,1,214,RIL214,54,1730.7
PR14S,1,215,RIL215,57,1832.4
PR14S,1,217,RIL217,51,1627.2
PR14S,1,218,RIL218,67,2143.8
PR14S,1,219,RIL219,64,2050.2
PR14S,1,220,RIL220,66,2111.4
PR14S,1,221,RIL221,62,1983.6
PR14S,1,222,RIL222,61,1953
PR14S,1,223,RIL223,60,1926
PR14S,1,224,RIL224,57,1832.4
PR14S,1,225,RIL225,55,1762.2
PR14S,1,226,RIL226,62,1983.6
PR14S,1,227,RIL227,57,1832.4
PR14S,1,229,RIL229,64,2050.2
PR14S,1,230,RIL230,49,1555.2
PR14S,1,231,RIL231,107,3454.65
PR14S,1,232,RIL232,74,2385.9
PR14S,1,233,RIL233,51,1627.2
PR14S,1,234,RIL234,51,1627.2
PR14S,1,235,RIL235,51,1627.2
PR14S,1,237,RIL237,64,2050.2
PR14S,1,238,RIL238,64,2050.2
PR14S,1,239,RIL239,71,2282.4
PR14S,1,240,RIL240,53,1697.4
PR14S,1,241,RIL241,71,2282.4
PR14S,1,242,RIL242,67,2143.8
PR14S,1,243,RIL243,51,1627.2
PR14S,1,244,RIL244,57,1832.4
PR14S,1,245,RIL245,49,1555.2
PR14S,1,246,RIL246,71,2282.4
PR14S,1,247,RIL247,55,1762.2
PR14S,1,248,RIL248,53,1697.4
PR14S,2,5,RIL5,57,1832.4
PR14S,2,6,RIL6,57,1832.4
PR14S,2,7,RIL7,78,2507.4
PR14S,2,8,RIL8,58,1866.6
PR14S,2,9,RIL9,56,1794.6
PR14S,2,10,RIL10,82,2639.7
PR14S,2,11,RIL11,60,1926
PR14S,2,12,RIL12,77,2474.1
PR14S,2,13,RIL13,58,1866.6
PR14S,2,14,RIL14,58,1866.6
PR14S,2,15,RIL15,53,1697.4
PR14S,2,16,RIL16,55,1762.2
PR14S,2,17,RIL17,93,3006.45
PR14S,2,18,RIL18,55,1762.2
PR14S,2,19,RIL19,74,2385.9
PR14S,2,20,RIL20,67,2143.8
PR14S,2,21,RIL21,51,1627.2
PR14S,2,22,RIL22,69,2212.2
PR14S,2,23,RIL23,64,2050.2
PR14S,2,24,RIL24,64,2050.2
PR14S,2,25,RIL25,49,1555.2
PR14S,2,27,RIL27,55,1762.2
PR14S,2,28,RIL28,.,.
PR14S,2,29,RIL29,49,1555.2
PR14S,2,30,RIL30,49,1555.2
PR14S,2,31,RIL31,74,2385.9
PR14S,2,32,RIL32,62,1983.6
PR14S,2,33,RIL33,55,1762.2
PR14S,2,34,RIL34,67,2143.8
PR14S,2,35,RIL35,55,1762.2
PR14S,2,36,RIL36,.,.
PR14S,2,37,RIL37,55,1762.2
PR14S,2,38,RIL38,52,1663.2
PR14S,2,39,RIL39,51,1627.2
PR14S,2,40,RIL40,53,1697.4
PR14S,2,41,RIL41,53,1697.4
PR14S,2,42,RIL42,55,1762.2
PR14S,2,43,RIL43,64,2050.2
PR14S,2,44,RIL44,63,2016
PR14S,2,45,RIL45,48,1521.9
PR14S,2,46,RIL46,67,2143.8
PR14S,2,47,RIL47,57,1832.4
PR14S,2,48,RIL48,54,1730.7
PR14S,2,49,RIL49,55,1762.2
PR14S,2,50,RIL50,66,2111.4
PR14S,2,51,RIL51,55,1762.2
PR14S,2,52,RIL52,55,1762.2
PR14S,2,53,RIL53,62,1983.6
PR14S,2,54,RIL54,.,.
PR14S,2,55,RIL55,57,1832.4
PR14S,2,56,RIL56,51,1627.2
PR14S,2,57,RIL57,49,1555.2
PR14S,2,58,RIL58,55,1762.2
PR14S,2,59,RIL59,53,1697.4
PR14S,2,60,RIL60,67,2143.8
PR14S,2,61,RIL61,71,2282.4
PR14S,2,62,RIL62,58,1866.6
PR14S,2,63,RIL63,64,2050.2
PR14S,2,64,RIL64,60,1926
PR14S,2,65,RIL65,57,1832.4
PR14S,2,66,RIL66,49,1555.2
PR14S,2,68,RIL68,55,1762.2
PR14S,2,69,RIL69,.,.
PR14S,2,70,RIL70,55,1762.2
PR14S,2,71,RIL71,55,1762.2
PR14S,2,72,RIL72,49,1555.2
PR14S,2,73,RIL73,57,1832.4
PR14S,2,74,RIL74,93,3006.45
PR14S,2,75,RIL75,67,2143.8
PR14S,2,76,RIL76,55,1762.2
PR14S,2,77,RIL77,70,2247.3
PR14S,2,78,RIL78,55,1762.2
PR14S,2,79,RIL79,60,1926
PR14S,2,80,RIL80,66,2111.4
PR14S,2,81,RIL81,56,1794.6
PR14S,2,82,RIL82,53,1697.4
PR14S,2,83,RIL83,51,1627.2
PR14S,2,84,RIL84,53,1697.4
PR14S,2,85,RIL85,66,2111.4
PR14S,2,86,RIL86,57,1832.4
PR14S,2,87,RIL87,66,2111.4
PR14S,2,88,RIL88,67,2143.8
PR14S,2,89,RIL89,77,2474.1
PR14S,2,90,RIL90,79,2542.5
PR14S,2,91,RIL91,58,1866.6
PR14S,2,92,RIL92,62,1983.6
PR14S,2,93,RIL93,58,1866.6
PR14S,2,94,RIL94,58,1866.6
PR14S,2,95,RIL95,68,2177.1
PR14S,2,96,RIL96,57,1832.4
PR14S,2,97,RIL97,60,1926
PR14S,2,98,RIL98,49,1555.2
PR14S,2,99,RIL99,68,2177.1
PR14S,2,100,RIL100,64,2050.2
PR14S,2,101,RIL101,67,2143.8
PR14S,2,102,RIL102,60,1926
PR14S,2,103,RIL103,80,2573.1
PR14S,2,104,RIL104,66,2111.4
PR14S,2,105,RIL105,49,1555.2
PR14S,2,106,RIL106,68,2177.1
PR14S,2,107,RIL107,64,2050.2
PR14S,2,108,RIL108,56,1794.6
PR14S,2,109,RIL109,68,2177.1
PR14S,2,110,RIL110,57,1832.4
PR14S,2,111,RIL111,90,2907.45
PR14S,2,112,RIL112,57,1832.4
PR14S,2,113,RIL113,48,1521.9
PR14S,2,114,RIL114,55,1762.2
PR14S,2,115,RIL115,62,1983.6
PR14S,2,116,RIL116,74,2385.9
PR14S,2,117,RIL117,57,1832.4
PR14S,2,118,RIL118,48,1521.9
PR14S,2,119,RIL119,67,2143.8
PR14S,2,120,RIL120,85,2745.45
PR14S,2,121,RIL121,51,1627.2
PR14S,2,122,RIL122,61,1953
PR14S,2,123,RIL123,60,1926
PR14S,2,124,RIL124,55,1762.2
PR14S,2,125,RIL125,57,1832.4
PR14S,2,126,RIL126,49,1555.2
PR14S,2,127,RIL127,67,2143.8
PR14S,2,128,RIL128,64,2050.2
PR14S,2,129,RIL129,56,1794.6
PR14S,2,130,RIL130,61,1953
PR14S,2,131,RIL131,55,1762.2
PR14S,2,132,RIL132,56,1794.6
PR14S,2,133,RIL133,64,2050.2
PR14S,2,134,RIL134,49,1555.2
PR14S,2,135,RIL135,51,1627.2
PR14S,2,136,RIL136,51,1627.2
PR14S,2,137,RIL137,60,1926
PR14S,2,138,RIL138,51,1627.2
PR14S,2,139,RIL139,55,1762.2
PR14S,2,140,RIL140,66,2111.4
PR14S,2,141,RIL141,55,1762.2
PR14S,2,142,RIL142,60,1926
PR14S,2,143,RIL143,55,1762.2
PR14S,2,144,RIL144,57,1832.4
PR14S,2,145,RIL145,58,1866.6
PR14S,2,146,RIL146,61,1953
PR14S,2,147,RIL147,60,1926
PR14S,2,148,RIL148,55,1762.2
PR14S,2,149,RIL149,49,1555.2
PR14S,2,150,RIL150,68,2177.1
PR14S,2,151,RIL151,53,1697.4
PR14S,2,152,RIL152,64,2050.2
PR14S,2,153,RIL153,74,2385.9
PR14S,2,154,RIL154,67,2143.8
PR14S,2,156,RIL156,63,2016
PR14S,2,157,RIL157,57,1832.4
PR14S,2,158,RIL158,57,1832.4
PR14S,2,159,RIL159,90,2907.45
PR14S,2,160,RIL160,55,1762.2
PR14S,2,162,RIL162,58,1866.6
PR14S,2,163,RIL163,53,1697.4
PR14S,2,164,RIL164,63,2016
PR14S,2,165,RIL165,55,1762.2
PR14S,2,166,RIL166,58,1866.6
PR14S,2,167,RIL167,55,1762.2
PR14S,2,168,RIL168,51,1627.2
PR14S,2,169,RIL169,58,1866.6
PR14S,2,170,RIL170,77,2474.1
PR14S,2,171,RIL171,51,1627.2
PR14S,2,172,RIL172,57,1832.4
PR14S,2,173,RIL173,71,2282.4
PR14S,2,174,RIL174,57,1832.4
PR14S,2,175,RIL175,85,2745.45
PR14S,2,176,RIL176,61,1953
PR14S,2,177,RIL177,69,2212.2
PR14S,2,178,RIL178,53,1697.4
PR14S,2,179,RIL179,49,1555.2
PR14S,2,180,RIL180,66,2111.4
PR14S,2,181,RIL181,52,1663.2
PR14S,2,182,RIL182,55,1762.2
PR14S,2,183,RIL183,49,1555.2
PR14S,2,184,RIL184,49,1555.2
PR14S,2,185,RIL185,49,1555.2
PR14S,2,186,RIL186,71,2282.4
PR14S,2,187,RIL187,57,1832.4
PR14S,2,188,RIL188,60,1926
PR14S,2,189,RIL189,51,1627.2
PR14S,2,190,RIL190,55,1762.2
PR14S,2,191,RIL191,90,2907.45
PR14S,2,192,RIL192,57,1832.4
PR14S,2,193,RIL193,51,1627.2
PR14S,2,194,RIL194,60,1926
PR14S,2,195,RIL195,55,1762.2
PR14S,2,196,RIL196,51,1627.2
PR14S,2,197,RIL197,49,1555.2
PR14S,2,198,RIL198,64,2050.2
PR14S,2,199,RIL199,53,1697.4
PR14S,2,200,RIL200,48,1521.9
PR14S,2,201,RIL201,74,2385.9
PR14S,2,202,RIL202,82,2639.7
PR14S,2,203,RIL203,51,1627.2
PR14S,2,204,RIL204,58,1866.6
PR14S,2,205,RIL205,63,2016
PR14S,2,206,RIL206,51,1627.2
PR14S,2,207,RIL207,53,1697.4
PR14S,2,208,RIL208,51,1627.2
PR14S,2,209,RIL209,62,1983.6
PR14S,2,210,RIL210,61,1953
PR14S,2,211,RIL211,64,2050.2
PR14S,2,212,RIL212,46,1455.3
PR14S,2,213,RIL213,49,1555.2
PR14S,2,214,RIL214,55,1762.2
PR14S,2,215,RIL215,57,1832.4
PR14S,2,217,RIL217,55,1762.2
PR14S,2,218,RIL218,67,2143.8
PR14S,2,219,RIL219,64,2050.2
PR14S,2,220,RIL220,64,2050.2
PR14S,2,221,RIL221,64,2050.2
PR14S,2,222,RIL222,62,1983.6
PR14S,2,223,RIL223,51,1627.2
PR14S,2,224,RIL224,63,2016
PR14S,2,225,RIL225,57,1832.4
PR14S,2,226,RIL226,61,1953
PR14S,2,227,RIL227,56,1794.6
PR14S,2,229,RIL229,67,2143.8
PR14S,2,230,RIL230,51,1627.2
PR14S,2,231,RIL231,97,3132.45
PR14S,2,232,RIL232,69,2212.2
PR14S,2,233,RIL233,55,1762.2
PR14S,2,234,RIL234,51,1627.2
